link,full_name,description,year,mileage_km,fuel_type,price_pln,offer_from,show_vin_offers,has_registration_number,brand,model,version,generation,production_year,mileage,engine_capacity_detail,fuel_type_detail,power,gearbox,autonomy,drive,battery_capacity,type_of_battery_property,fuel_consumption_average,fuel_consumption_outside_city,fuel_consumption_in_city,damaged,body_type,co2_emission,number_of_doors,number_of_seats,color,color_type,manufacturers_warranty_period,or_warranty_up_to_km,country_of_origin,first_registration_date,registration_number,registered_in_poland,first_owner,accident_free,serviced_at_dealership,condition 
https://www.otomoto.pl/osobowe/oferta/audi-tt-ID6GcUHl.html,Audi TT,1 984 cm3 • 200 KM,2007,21 200 km,Benzyna,11 500,Prywatne,Tak,Tak,Audi,TT,,8J (2006-2013),2007,21 200 km,1 984 cm3,Benzyna,200 KM,Manualna,,Na przednie koła,,,,,,Coupe,Tak,,2,4,Szary,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-audi-q5-polift-benzyna-automat-tiptronic-zf8hp-quattro-niemcy-ID6GcUHR.html,Audi Q5 2.0 TFSI Quattro Tiptronic,"1 984 cm3 • 224 KM • Audi Q5 polift, benzyna, automat tiptronic zf8hp, quattro, Niemcy",2012,193 000 km,Benzyna,69 900,Prywatne,Tak,Tak,Audi,Q5,2.0 TFSI Quattro Tiptronic,8R (2008-2016),2012,193 000 km,1 984 cm3,Benzyna,224 KM,Automatyczna,,4x4 (stały),,,,,9 l/100km,SUV,,,5,5,Złoty,Metalik,,,,14 grudzień 2012,GA804JJ,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-2-0-tdi-sedan-manual-ID6F0tVR.html,Audi A6 Avant 2.0 TDI DPF,1 968 cm3 • 136 KM • Audi A6 C7 2.0 TDI Sedan Manual,2014,220 000 km,Diesel,74 000,Prywatne,Tak,Tak,Audi,A6,Avant 2.0 TDI DPF,C7 (2011-2018),2014,220 000 km,1 968 cm3,Diesel,136 KM,Manualna,,Na przednie koła,,,,,6 l/100km,Sedan,,,5,5,Czarny,Metalik,,,Belgia,kwiecień 2014,OP3224S,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-ID6GdPth.html,Audi Q7 3.0 TDI Quattro Tiptronic,2 967 cm3 • 233 KM,2006,289 000 km,Diesel,44 500,Prywatne,Tak,,Audi,Q7,3.0 TDI Quattro Tiptronic,I (2005-2015),2006,289 000 km,2 967 cm3,Diesel,233 KM,Automatyczna,,4x4 (stały),,,,,8 l/100km,SUV,,,5,5,Niebieski,Metalik,,,Turcja,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-avant-40-tdi-ID6GcLNb.html,Audi A4,1 968 cm3 • 204 KM • Avant 40 TDI,2021,121 689 km,Diesel,168 000,Firma,Tak,Tak,Audi,A4,,B9 (2015-),2021,121 689 km,1 968 cm3,Diesel,204 KM,Automatyczna,,Na przednie koła,,,,,,Kombi,,,5,5,Szary,,,,Niemcy,04 kwiecień 2021,DWR8338N,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-1-4-tfsi-s-line-salon-polska-serwis-aso-automat-vat-23-skora-ID6GaruY.html,Audi A4,"1 395 cm3 • 150 KM • 1.4 TFSI S-Line , Salon Polska, Serwis ASO, Automat, VAT 23%, Skóra,",2017,100 560 km,Benzyna,92 000,Firma,Tak,,Audi,A4,,B9 (2015-),2017,100 560 km,1 395 cm3,Benzyna,150 KM,Automatyczna,,Na przednie koła,,,,,,Sedan,,,4,5,Bordowy,Metalik,,,Polska,18 październik 2017,,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-sprzedam-audi-a3-ID6GdPrD.html,Audi A3 2.0 TDI DPF Ambiente,1 968 cm3 • 140 KM • Sprzedam Audi A3,2009,173 000 km,Diesel,26 500,Prywatne,Tak,Tak,Audi,A3,2.0 TDI DPF Ambiente,8P (2003-2012),2009,173 000 km,1 968 cm3,Diesel,140 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,7 l/100km,Kabriolet,,148 g/km,3,4,Czarny,,,,Niemcy,27 marzec 2009,FG1620P,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-2-0-tdi-150-km-ledy-navi-197-tys-oryginal-super-stan-ID6GdPru.html,Audi A4 2.0 TDI,1 968 cm3 • 150 KM • 2.0 TDi 150 KM LEDY Navi 197 tyś Oryginał Super Stan,2013,198 000 km,Diesel,45 000,Prywatne,Tak,,Audi,A4,2.0 TDI,B8 (2007-2015),2013,198 000 km,1 968 cm3,Diesel,150 KM,Manualna,,,,,,,4 l/100km,Kombi,,,5,5,Inny kolor,Metalik,,,Niemcy,,,,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a7-audi-a7-s-line-stan-b-dobry-ID6G7bAC.html,Audi A7 3.0 TDI Quattro Tiptronic,2 967 cm3 • 313 KM • Audi a7 s-line stan.b dobry!!!,2012,275 500 km,Diesel,74 900,Prywatne,Tak,Tak,Audi,A7,3.0 TDI Quattro Tiptronic,C7 (2011-2018),2012,275 500 km,2 967 cm3,Diesel,313 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,Kompakt,,169 g/km,5,5,Czarny,,,,,10 styczeń 2013,WGM88366,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-2-0-tdi-stronic-ID6GcUDc.html,Audi A4 2.0 TDI S tronic,1 968 cm3 • 150 KM • Audi A4 2.0 TDI Stronic,2017,225 000 km,Diesel,74 900,Prywatne,Tak,Tak,Audi,A4,2.0 TDI S tronic,B9 (2015-),2017,225 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,,Na przednie koła,,,,3.0 l/100km,4 l/100km,Kombi,,104 g/km,4,5,Czarny,Metalik,,,Niemcy,,,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-2-0kat-252km-84tys-km-matrix-s-line-panorama-ID6GcT14.html,Audi A5,1 984 cm3 • 252 KM • 2.0kat 252km / 84tys km / Matrix / S Line / Panorama,2017,84 200 km,Benzyna,89 900,Prywatne,Tak,,Audi,A5,,,2017,84 200 km,1 984 cm3,Benzyna,252 KM,Automatyczna,,,,,,,,Coupe,,,3,4,Czarny,Perłowy,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-3-0-diesel-salon-pl-ID6G2m3X.html,Audi A6,2 967 cm3 • 218 KM • Audi A6 3.0 diesel salon pl,2016,113 000 km,Diesel,89 900,Prywatne,Tak,Tak,Audi,A6,,C7 (2011-2018),2016,113 000 km,2 967 cm3,Diesel,218 KM,Automatyczna,,,,,,,"4,90 l/100km",Kombi,,,5,,Czarny,,,,,15 marzec 2016,SB8643U,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-s2-ID6GdPr2.html,Audi S2 80 2.2 Quattro,2 226 cm3 • 230 KM,1993,250 000 km,Benzyna,142 000,Prywatne,Tak,Tak,Audi,S2,80 2.2 Quattro,,1993,250 000 km,2 226 cm3,Benzyna,230 KM,Manualna,,4x4 (dołączany automatycznie),,,,,,Coupe,,,4,5,Zielony,,,,,18 sierpień 1993,Gby8978a,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a5-audi-a5-2-0-quattro-tfsi-180kw-245-aso-odstepne-31-tys-netto-ID6GcUDQ.html,Audi A5 45 TFSI Quattro S tronic,1 984 cm3 • 245 KM • Audi A5 2.0 quattro TFSI 180KW/245 ASO odstępne 31 tys netto,2019,105 000 km,Benzyna,38 130,Prywatne,Tak,Tak,Audi,A5,45 TFSI Quattro S tronic,F5 (2016-),2019,105 000 km,1 984 cm3,Benzyna,245 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,Coupe,,145 g/km,5,5,Błękitny,Metalik,1 Czerwca 2024,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-allroad-quattro-2-0-tfsi-automat-navi-kamera-panorama-elektryka-skora-ID6G0lws.html,Audi A4 Allroad 2.0 TFSI Quattro S tronic,"1 984 cm3 • 211 KM • Quattro 2.0 tfsi Automat,Navi, Kamera, Panorama, Elektryka, Skóra",2013,225 000 km,Benzyna,58 900,Prywatne,Tak,Tak,Audi,A4 Allroad,2.0 TFSI Quattro S tronic,,2013,225 000 km,1 984 cm3,Benzyna,211 KM,Automatyczna,,4x4 (stały),,,,6.0 l/100km,9 l/100km,Kombi,,170 g/km,5,5,Biały,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-ID6G7FrS.html,Audi A6 3.0 TDI Quattro Tiptronic,2 967 cm3 • 313 KM,2014,221 000 km,Diesel,80 900,Prywatne,Tak,Tak,Audi,A6,3.0 TDI Quattro Tiptronic,C7 (2011-2018),2014,221 000 km,2 967 cm3,Diesel,313 KM,Automatyczna,,4x4 (stały),,,,,8 l/100km,Kombi,,,5,5,Czarny,,,,,15 maj 2019,PWA8FL3,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-s-line-nowy-domykanie-4-strefy-ac-b-o-salon-pl-gwarancja-4-lata-fv23-ID6G4tqB.html,Audi Q7 45 TDI mHEV Quattro S Line Tiptr,2 967 cm3 • 231 KM • S line NOWY Domykanie! 4 strefy AC B&O SALON PL GWARANCJA 4 lata FV23%,2022,2 100 km,Diesel,359 800,Firma,Tak,Tak,Audi,Q7,45 TDI mHEV Quattro S Line Tiptr,II (2015-),2022,2 100 km,2 967 cm3,Diesel,231 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,SUV,,181 g/km,5,5,Szary,Metalik,30 Marca 2027,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-quatro-ID6GdPpK.html,Audi A6,2 967 cm3 • 272 KM • Audi A6 quatro,2015,192 000 km,Diesel,89 900,Prywatne,Tak,Tak,Audi,A6,,C7 (2011-2018),2015,192 000 km,2 967 cm3,Diesel,272 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,,Kombi,,,5,5,Czarny,Metalik,,,Niemcy,,,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-s4-audi-s4-premium-plus-polift-ID6G3R1E.html,Audi S4 S tronic,2 995 cm3 • 333 KM • AUDI S4 Premium Plus polift,2014,214 000 km,Benzyna,84 000,Prywatne,Tak,Tak,Audi,S4,S tronic,B8 (2007-2015),2014,214 000 km,2 995 cm3,Benzyna,333 KM,Automatyczna,,4x4 (stały),,,,6.3 l/100km,"10,20 l/100km",Sedan,,179 g/km,4,,Szary,,,,Stany Zjednoczone,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-rs6-salon-polska-czarna-serwis-hak-faktura-vat23-1-wlasciciel-ID6F64t7.html,Audi RS6 RS6 Avant,3 993 cm3 • 560 KM • salon Polska czarna serwis hak faktura VAT23% 1 właściciel,2013,305 000 km,Benzyna,165 000,Prywatne,Tak,Tak,Audi,RS6,RS6 Avant,,2013,305 000 km,3 993 cm3,Benzyna,560 KM,Automatyczna,,4x4 (stały),,,,,"13,40 l/100km",Kombi,,,5,5,Czarny,Perłowy,,,Polska,,wos,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-a4-35-tdi-mhev-s-tronic-163km-salon-pl-ID6G6Ebb.html,Audi A4 35 TDI mHEV S tronic,1 968 cm3 • 163 KM • A4 35 TDI mHEV S tronic 163KM Salon PL,2020,179 028 km,Diesel,94 500,Firma,Tak,Tak,Audi,A4,35 TDI mHEV S tronic,B9 (2015-),2020,179 028 km,1 968 cm3,Diesel,163 KM,Automatyczna,,Na przednie koła,,,,4.0 l/100km,4 l/100km,Sedan,,113 g/km,4,5,Czarny,Metalik,,,Polska,,,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-s7-audi-s7-tdi-quattro-fv23-sal-polska-pneumatyka-ppf-2-zestawy-kol-ID6FYQ8n.html,Audi S7 TDI Tiptronic,"2 967 cm3 • 344 KM • Audi S7 TDI quattro, FV23%, sal. Polska pneumatyka, ppf, 2 zestawy kol",2021,14 966 km,Diesel,362 850,Prywatne,Tak,Tak,Audi,S7,TDI Tiptronic,C8 (2018-),2021,14 966 km,2 967 cm3,Diesel,344 KM,Automatyczna,,,,,,,8 l/100km,Kompakt,,,5,5,Szary,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-1-6mpi-102km-lift-black-clima-gfotele-pdc-oryginal-serwisaso-superstan-ID6GdOXU.html,Audi A3 1.6 Ambiente,1 595 cm3 • 102 KM • 1.6MPI-102KM-Lift-BLACK-Clima-GFotele-PDC-ORYGINAŁ-SerwisASO-SuperSTAN,2007,240 000 km,Benzyna,16 400,Prywatne,Tak,Tak,Audi,A3,1.6 Ambiente,8P (2003-2012),2007,240 000 km,1 595 cm3,Benzyna,102 KM,Manualna,,Na przednie koła,,,,5.0 l/100km,9 l/100km,Coupe,,162 g/km,3,5,Czarny,Metalik,,,Niemcy,,,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-s4-pierwszy-wlasciciel-w-pl-bezwypadkowy-ID6GdPmF.html,Audi S4 Avant 4.2 Quattro Tiptr,"4 163 cm3 • 344 KM • Pierwszy właścicieł w PL, bezwypadkowy",2004,379 644 km,Benzyna,35 000,Prywatne,Tak,Tak,Audi,S4,Avant 4.2 Quattro Tiptr,B6 (2000-2004),2004,379 644 km,4 163 cm3,Benzyna,344 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,9.0 l/100km,17 l/100km,Kombi,,,5,5,Błękitny,,,,Szwajcaria,29 lipiec 2016,SO5343N,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a7-audi-a7-quattro-ID6GdPcI.html,Audi A7 50 TDI mHEV Quattro Tiptronic,2 967 cm3 • 286 KM • Audi A7 quattro,2018,130 000 km,Diesel,224 950,Prywatne,Tak,Tak,Audi,A7,50 TDI mHEV Quattro Tiptronic,C8 (2018-),2018,130 000 km,2 967 cm3,Diesel,286 KM,Automatyczna,,4x4 (stały),,,,,7 l/100km,Sedan,,,5,5,Czarny,Metalik,,,Niemcy,14 czerwiec 2018,EL9R849,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q3-audi-q3-s-line-2017-1-4-tfsi-panorama-ID6GcUvz.html,Audi Q3 1.4 TFSI CoD ultra,1 395 cm3 • 150 KM • Audi Q3 S-Line 2017 1.4 TFSI Panorama,2017,97 000 km,Benzyna,90 000,Prywatne,Tak,,Audi,Q3,1.4 TFSI CoD ultra,,2017,97 000 km,1 395 cm3,Benzyna,150 KM,Manualna,,Na przednie koła,,,,,6 l/100km,SUV,,,5,,Szary,,,,Niemcy,,,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-bogate-wyposazenie-ID6GdPmx.html,Audi A6 3.0 TDI Quattro S tronic,2 967 cm3 • 218 KM • Audi A6 Bogate wyposażenie,2016,217 000 km,Diesel,20 000,Prywatne,Tak,Tak,Audi,A6,3.0 TDI Quattro S tronic,C7 (2011-2018),2016,217 000 km,2 967 cm3,Diesel,218 KM,Automatyczna,,4x4 (stały),,,,4.0 l/100km,5 l/100km,Sedan,,138 g/km,5,5,Czarny,Metalik,,,Niemcy,,,,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q7-ID6GdPfN.html,Audi Q7 3.0 TDI DPF clean diesel Quattro Tiptronic,2 967 cm3 • 245 KM,2011,213 321 km,Diesel,89 900,Prywatne,Tak,Tak,Audi,Q7,3.0 TDI DPF clean diesel Quattro Tiptronic,I (2005-2015),2011,213 321 km,2 967 cm3,Diesel,245 KM,Automatyczna,,4x4 (stały),,,,6.0 l/100km,8 l/100km,SUV,,195 g/km,5,,Biały,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a8-audi-a8l-60tfsi-ID6FIYYK.html,Audi A8 L 60 TFSI mHEV Quattro Tiptr,3 996 cm3 • 460 KM • Audi A8L 60TFSI,2021,18 000 km,Benzyna,385 000,Prywatne,Tak,Tak,Audi,A8,L 60 TFSI mHEV Quattro Tiptr,D5 (2017-),2021,18 000 km,3 996 cm3,Benzyna,460 KM,Automatyczna,,4x4 (stały),,,,7.0 l/100km,15 l/100km,Sedan,,246 g/km,4,5,Czarny,Metalik,,,Stany Zjednoczone,,,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q2-audi-q2-disel-ID6GdPjg.html,Audi Q2,1 600 cm3 • 105 KM • Audi q2 Disel,2019,174 000 km,Diesel,82 500,Prywatne,,,Audi,Q2,,,2019,174 000 km,1 600 cm3,Diesel,105 KM,Automatyczna,,,,,,,,Auta małe,,,4,5,Inny kolor,Metalik,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q3-audi-q3-lift-2-0-tdi-quattro-ID6GcUwR.html,Audi Q3 35 TDI quattro S tronic S line,1 968 cm3 • 150 KM • AUDI Q3 LIFT 2.0 TDI Quattro,2015,80 000 km,Diesel,26 900,Prywatne,Tak,Tak,Audi,Q3,35 TDI quattro S tronic S line,,2015,80 000 km,1 968 cm3,Diesel,150 KM,Automatyczna,,4x4 (stały),,,,4.0 l/100km,6 l/100km,SUV,Tak,132 g/km,5,,Czarny,,,,Niemcy,16 październik 2015,HHZXXXXX,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-s6-full-opcja-schwarz-pakiet-matrix-hd-recaro-b-g-alcantara-ID6GdPkL.html,Audi S6 Avant TDI quattro tiptronic,2 967 cm3 • 349 KM • Full opcja Schwarz Pakiet Matrix HD Recaro B&G Alcantara,2020,95 000 km,Diesel,226 000,Firma,Tak,,Audi,S6,Avant TDI quattro tiptronic,C8 (2018-),2020,95 000 km,2 967 cm3,Diesel,349 KM,Automatyczna,,4x4 (stały),,,,5.8 l/100km,"7,70 l/100km",Kombi,,171 g/km,5,5,Czarny,Metalik,,,Niemcy,,,,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-s-line-ID6GdPjX.html,Audi A3 1.6 S line Sportpaket (plus),1 595 cm3 • 102 KM • S Line,2005,283 430 km,Benzyna,18 500,Prywatne,Tak,,Audi,A3,1.6 S line Sportpaket (plus),8P (2003-2012),2005,283 430 km,1 595 cm3,Benzyna,102 KM,Manualna,,,,,,,"9,50 l/100km",Kompakt,,,3,5,Szary,Perłowy,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q3-audi-q3-2-0-tfsi-190km-automat-ID6FMTkH.html,Audi Q3 40 TFSI quattro S tronic advanced,1 984 cm3 • 190 KM • Audi Q3 2.0 TFSI 190KM AUTOMAT,2022,21 500 km,Benzyna,169 000,Prywatne,Tak,Tak,Audi,Q3,40 TFSI quattro S tronic advanced,,2022,21 500 km,1 984 cm3,Benzyna,190 KM,Automatyczna,,4x4 (stały),,,,,,Kompakt,,,5,5,Czarny,Metalik,,,Stany Zjednoczone,styczeń 2022,WZ570FM,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-ID6G7I9N.html,Audi A3 1.9 TDI Attraction,1 896 cm3 • 105 KM • Audi A3,2004,309 543 km,Diesel,12 900,Prywatne,Tak,Tak,Audi,A3,1.9 TDI Attraction,8L (1996-2003),2004,309 543 km,1 896 cm3,Diesel,105 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,6 l/100km,Kompakt,,,3,5,Srebrny,,,,,26 październik 2004,FZA37180,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-2-0-140km-automat-lift-mega-full-alu-xenon-grzane-fotele-partronic-p-t-ID6Gc093.html,Audi A3 2.0 TDI Sportback DPF S tronic Attraction,1 968 cm3 • 140 KM • 2.0 140KM Automat Lift Mega Full Alu+Xenon+Grzane Fotele+Partronic P/T,2010,133 000 km,Diesel,37 900,Firma,Tak,Tak,Audi,A3,2.0 TDI Sportback DPF S tronic Attraction,8P (2003-2012),2010,133 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,,Na przednie koła,,,,4.4 l/100km,"5,80 l/100km",Kompakt,,129 g/km,5,5,Czarny,Metalik,,,,27 kwiecień 2010,SZ1049S,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a8-technicznie-idealny-ID6GdPiZ.html,Audi A8 4.2 TDI L Quattro,4 134 cm3 • 326 KM • technicznie idealny,2007,261 000 km,Diesel,55 000,Prywatne,Tak,Tak,Audi,A8,4.2 TDI L Quattro,D3 (2002-2010),2007,261 000 km,4 134 cm3,Diesel,326 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,,13 l/100km,Sedan,,,4,4,Granatowy,,,,,,,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b7-2-0-turbo-quattro-s-line-ID6GcUpH.html,Audi A4 Avant 2.0T FSI Quattro,1 984 cm3 • 200 KM • audi a4 b7 2.0 turbo quattro s line,2005,316 000 km,Benzyna,15 000,Prywatne,Tak,Tak,Audi,A4,Avant 2.0T FSI Quattro,B7 (2004-2007),2005,316 000 km,1 984 cm3,Benzyna,200 KM,Manualna,,4x4 (stały),,,,6.0 l/100km,12 l/100km,Kombi,,,5,5,Czarny,Metalik,,,,styczeń 2005,LJA 16678,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c6-140-km-2-0tdi-niski-przebieg-ID6FOdF3.html,Audi A6 2.0 TDI,1 968 cm3 • 140 KM • audi a6 c6 140 km 2.0tdi niski przebieg,2006,207 500 km,Diesel,19 990,Prywatne,Tak,Tak,Audi,A6,2.0 TDI,C6 (2004-2011),2006,207 500 km,1 968 cm3,Diesel,140 KM,Manualna,,Na przednie koła,,,,,8 l/100km,Sedan,,,5,5,Inny kolor,Metalik,,,Belgia,24 maj 2006,fmi49487,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c6-quattro-automat-tiptronic-ID6G8IvW.html,Audi A6 3.0 TDI Quattro Tiptronic,2 967 cm3 • 224 KM • Audi A6 C6 Quattro Automat Tiptronic,2005,442 000 km,Diesel,22 950,Prywatne,Tak,Tak,Audi,A6,3.0 TDI Quattro Tiptronic,C6 (2004-2011),2005,442 000 km,2 967 cm3,Diesel,224 KM,Automatyczna,,4x4 (dołączany automatycznie),,,,6.0 l/100km,11 l/100km,Kombi,,,5,5,Szary,Metalik,,,,07 lipiec 2008,SPS63288,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-audi-a4-sport-40-tdi-s-tronic-ID6GdOUn.html,Audi A4 40 TDI Sport S tronic,1 968 cm3 • 190 KM • Audi A4 Sport 40 TDI S tronic,2019,145 997 km,Diesel,118 000,Prywatne,Tak,Tak,Audi,A4,40 TDI Sport S tronic,B9 (2015-),2019,145 997 km,1 968 cm3,Diesel,190 KM,Automatyczna,,Na przednie koła,,,,,4 l/100km,Sedan,,,4,5,Szary,Metalik,,,Polska,29 marzec 2019,WX7311A,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a4-b9-sline-salon-polska-ID6GcUpB.html,Audi A4 1.4 TFSI,1 395 cm3 • 150 KM • B9 Sline - Salon Polska,2015,108 000 km,Benzyna,71 500,Prywatne,Tak,Tak,Audi,A4,1.4 TFSI,B9 (2015-),2015,108 000 km,1 395 cm3,Benzyna,150 KM,Manualna,,Na przednie koła,,,,4.0 l/100km,6 l/100km,Sedan,,123 g/km,4,5,Biały,,,,Polska,08 marzec 2016,SBE8632A,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-8p-1-4-tfsi-2009r-bardzo-zadbana-ID6GdPhM.html,Audi A3 1.4 TFSI Ambiente,1 390 cm3 • 125 KM • Audi A3 8P 1.4 Tfsi 2009r. Bardzo zadbana,2009,198 160 km,Benzyna,22 000,Prywatne,Tak,,Audi,A3,1.4 TFSI Ambiente,8P (2003-2012),2009,198 160 km,1 390 cm3,Benzyna,125 KM,Manualna,,,,,,,7 l/100km,Kompakt,,,3,5,Granatowy,,,,,,,Tak,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-s8-audi-s8-d4-ID6FWhEM.html,Audi S8 4.0 TFSI Quattro,3 993 cm3 • 520 KM • Audi S8 D4,2014,123 500 km,Benzyna,144 000,Prywatne,Tak,Tak,Audi,S8,4.0 TFSI Quattro,D4 (2010-2017),2014,123 500 km,3 993 cm3,Benzyna,520 KM,Automatyczna,,4x4 (stały),,,,7.0 l/100km,13 l/100km,Sedan,,225 g/km,4,5,Szary,Metalik,,,Stany Zjednoczone,,,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a3-audi-a3-sedan-1-6-tdi-s-tronic-ID6GcUq1.html,Audi A3 1.6 TDI Limousine S tronic sport,1 598 cm3 • 116 KM • AUDI A3 Sedan 1.6 TDI S-tronic,2017,105 000 km,Diesel,29 900,Prywatne,Tak,Tak,Audi,A3,1.6 TDI Limousine S tronic sport,8V (2012-),2017,105 000 km,1 598 cm3,Diesel,116 KM,Automatyczna,,Na przednie koła,,,,3.8 l/100km,"4,20 l/100km",Sedan,Tak,105 g/km,4,5,Czarny,Metalik,,,,29 wrzesień 2017,SL67ZXXX,,,,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-ID6GdPfA.html,Audi A6,1 968 cm3 • 177 KM,2012,327 000 km,Diesel,49 000,Prywatne,Tak,,Audi,A6,,C7 (2011-2018),2012,327 000 km,1 968 cm3,Diesel,177 KM,Manualna,,Na przednie koła,,,,,"6,10 l/100km",Kombi,,,5,,Inny kolor,,,,,,,Tak,,Tak,,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-salon-polska-fv-vat-gwarancja-aso-bezwypadkowy-full-led-ID6GbsTt.html,Audi Q5 2.0 TDI Quattro Sport S tronic,1 968 cm3 • 163 KM • SALON POLSKA / FV VAT / Gwarancja ASO / Bezwypadkowy / FULL LED,2020,42 000 km,Diesel,149 900,Firma,Tak,Tak,Audi,Q5,2.0 TDI Quattro Sport S tronic,FY (2017-),2020,42 000 km,1 968 cm3,Diesel,163 KM,Automatyczna,,4x4 (stały),,,,,6 l/100km,SUV,,209 g/km,5,5,Czarny,Metalik,,,Polska,09 grudzień 2020,WZ665CC / Bezwypadkowy / Niski Przebieg,Tak,,Tak,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-q5-super-stan-niski-przebieg-ID6GdPfL.html,Audi Q5 2.0 TFSI Quattro Tiptronic,"1 984 cm3 • 224 KM • Super stan, niski przebieg",2015,101 137 km,Benzyna,86 500,Prywatne,Tak,Tak,Audi,Q5,2.0 TFSI Quattro Tiptronic,8R (2008-2016),2015,101 137 km,1 984 cm3,Benzyna,224 KM,Automatyczna,,4x4 (stały),,,,6.0 l/100km,9 l/100km,SUV,,184 g/km,5,5,Biały,,,,Stany Zjednoczone,08 listopad 2023,ELW14002,Tak,,,Tak,Używane
https://www.otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-3-0bitdi-ID6Fz5WE.html,Audi A6 3.0 TDI Quattro Tiptronic,2 967 cm3 • 313 KM • Audi a6 c7 3.0bitdi,2012,249 000 km,Diesel,79 500,Prywatne,Tak,Tak,Audi,A6,3.0 TDI Quattro Tiptronic,C7 (2011-2018),2012,249 000 km,2 967 cm3,Diesel,313 KM,Automatyczna,,4x4 (stały),,,,5.0 l/100km,8 l/100km,Sedan,,169 g/km,4,5,Pomarańczowy,,,,Polska,13 styczeń 2013,OKL 43563,Tak,,,,Używane
